quintile,horizon,n,mean_return,median_return,mean_flow_intensity,flow_col,lag_convention
1,0,459,0.004997646826003756,0.0033607157179726954,-0.0024260089829482696,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
2,0,458,3.914333239984913e-06,-0.0009725397457063245,-0.00025214336681401235,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
3,0,458,-0.0009041294648095528,0.00039669150047938473,0.0006463620647834152,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
4,0,458,0.0010772891415548429,0.001102462512375002,0.0019921559888203696,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
5,0,459,0.00216885052005559,0.002199022976072662,0.008543777666920585,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
1,1,459,0.003518152663864441,0.0022785728887786405,-0.0024260089829482696,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
2,1,458,0.0018223695285207128,0.0014331193760654948,-0.00025214336681401235,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
3,1,458,0.0001998928008564776,0.0013650473136941343,0.0006463620647834152,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
4,1,457,0.003413819358743076,-0.00013088582513454128,0.0019921226455887208,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
5,1,459,0.005770464383226665,0.0054157223176050096,0.008543777666920585,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
1,3,459,0.004665455048790232,0.006046371478433343,-0.0024260089829482696,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
2,3,458,0.0029813194528420578,0.0039497011293980755,-0.00025214336681401235,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
3,3,457,0.002015795088246449,0.005854452011261557,0.000646395384162718,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
4,3,457,0.006922062727604395,0.004669837997861137,0.0019921226455887208,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
5,3,458,0.012574841971966212,0.013181866669234932,0.008555024551819541,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
1,5,459,0.005189063509134548,0.006740270864379561,-0.0024260089829482696,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
2,5,458,-0.0009746728719627015,0.0037653647758904008,-0.00025214336681401235,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
3,5,457,0.0060047705062182734,0.00555184018837096,0.000646395384162718,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
4,5,456,0.01062148164640528,0.005848344809241013,0.001992013027297083,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
5,5,457,0.022606090549423436,0.015633126470623537,0.008548613996460003,stables_total_usd_ret,lag < 0 means x is shifted earlier and leads the target; lag -1 uses x[t-1] to explain y[t]
